ESV,text,Parallel,version,verse_text,toCheck
Numbers 13.11,"from the tribe of Joseph (that is, from the tribe of Manasseh), Gaddi the son of Susi;",Numbers 13.11,Douay-Rheims,"Numbers 13.11 Of the tribe of Zabulon, Geddiel the son of Sodi.",False
Numbers 13.13,"from the tribe of Asher, Sethur the son of Michael;",Numbers 13.13,Douay-Rheims,"Numbers 13.13 Of the tribe of Dan, Ammiel the son of Gemalli.",False
Numbers 13.19,"and whether the land that they dwell in is good or bad, and whether the cities that they dwell in are camps or strongholds,",Numbers 13.19,Douay-Rheims,"Numbers 13.19 View the land, of what sort it is: and the people that are the inhabitants thereof, whether they be strong or weak: few in number or many:",False
Numbers 13.24,"That place was called the Valley of Eshcol, because of the cluster that the people of Israel cut down from there.",Numbers 13.24,Douay-Rheims,"Numbers 13.24 And going forward as far as the torrent of the cluster of grapes, they cut off a branch with its cluster of grapes, which two men carried upon a lever. They took also of the pomegranates and of the figs of that place:",False
Numbers 13.33,"And there we saw the Nephilim (the sons of Anak, who come from the Nephilim), and we seemed to ourselves like grasshoppers, and so we seemed to them.""",Numbers 13.33,Douay-Rheims,"Numbers 13.33 And they spoke ill of the land, which they had viewed, before the children of Israel, saying: The land which we have viewed, devoureth its inhabitants: the people, that we beheld, are of a tall stature.",False
Numbers 15.18,"""Speak to the people of Israel and say to them, When you come into the land to which I bring you",Numbers 15.18,Douay-Rheims,"Numbers 15.18 When you are come into the land which I will give you,",False
Numbers 15.29,"You shall have one law for him who does anything unintentionally, for him who is native among the people of Israel and for the stranger who sojourns among them.",Numbers 15.29,Douay-Rheims,"Numbers 15.29 The same law shall be for all that sin by ignorance, whether they be natives or strangers.",False
Numbers 16.43,"And Moses and Aaron came to the front of the tent of meeting,",Numbers 16.43,Douay-Rheims,"Numbers 16.43 Moses and Aaron fled to the tabernacle of the covenant. And when the were gone into it, the cloud covered it, and the glory of the Lord appeared.",False
Numbers 18.24,"For the tithe of the people of Israel, which they present as a contribution to the LORD, I have given to the Levites for an inheritance. Therefore I have said of them that they shall have no inheritance among the people of Israel.""",Numbers 18.24,Douay-Rheims,"Numbers 18.24 But be content with the oblation or tithes, which I have separated for their uses and necessities.",False
Numbers 19.8,The one who burns the heifer shall wash his clothes in water and bathe his body in water and shall be unclean until evening.,Numbers 19.8,Douay-Rheims,"Numbers 19.8 He also that hath burned her, shall wash his garments, and his body, and shall be unclean until the evening.",False
Numbers 20.6,"Then Moses and Aaron went from the presence of the assembly to the entrance of the tent of meeting and fell on their faces. And the glory of the LORD appeared to them,",Numbers 20.6,Douay-Rheims,"Numbers 20.6 And Moses and Aaron leaving the multitude, went into the tabernacle of the covenant, and fell flat upon the ground, and cried to the Lord, and said: O Lord God, hear the cry of this people, and open to them thy treasure, a fountain of living water, that being satisfied, they may cease to murmur. And the glory of the Lord appeared over them.",False
Numbers 20.22,"And they journeyed from Kadesh, and the people of Israel, the whole congregation, came to Mount Hor.",Numbers 20.22,Douay-Rheims,"Numbers 20.22 And when they had removed the camp from Cades, they came to mount Her, which is in the borders of the land of Edom:",False
Numbers 21.12,From there they set out and camped in the Valley of Zered.,Numbers 21.12,Douay-Rheims,"Numbers 21.12 And removing from thence, they came to the torrent Zared:",False
Numbers 21.15,"and the slope of the valleys that extends to the seat of Ar, and leans to the border of Moab.""",Numbers 21.15,Douay-Rheims,"Numbers 21.15 The rocks of the torrents were bowed down that they might rest in Ar, and lie down in the borders of the Moabites.",False
Numbers 22.9,"And God came to Balaam and said, ""Who are these men with you?""",Numbers 22.9,Douay-Rheims,Numbers 22.9 What mean these men that are with thee?,False
Numbers 22.13,"So Balaam rose in the morning and said to the princes of Balak, ""Go to your own land, for the LORD has refused to let me go with you.""",Numbers 22.13,Douay-Rheims,"Numbers 22.13 And he rose in the morning and said to the princes: Go into your country, because the Lord hath forbid me to come with you.",False
Numbers 22.35,"And the angel of the LORD said to Balaam, ""Go with the men, but speak only the word that I tell you."" So Balaam went on with the princes of Balak.",Numbers 22.35,Douay-Rheims,"Numbers 22.35 The angel said: Go with these men, and see thou speak no other thing than what I shall command thee. He went therefore with the princes.",False
Numbers 26.5,"Reuben, the firstborn of Israel; the sons of Reuben: of Hanoch, the clan of the Hanochites; of Pallu, the clan of the Palluites;",Numbers 26.5,Douay-Rheims,"Numbers 26.5 Ruben the firstborn of Israel. His sons were Henoch, of whom is the family of the Henochites: and Phallu, of whom is the family of the Phalluites:",False
Numbers 26.13,"of Zerah, the clan of the Zerahites; of Shaul, the clan of the Sha-ulites.",Numbers 26.13,Douay-Rheims,"Numbers 26.13 Zare, of him is the family of the Zarites: Saul, of him is the family of the Saulites.",False
Numbers 26.22,"These are the clans of Judah as they were listed, 76,500.",Numbers 26.22,Douay-Rheims,"Numbers 26.22 These are the families of Juda, of which the whole number was seventy-six thousand five hundred.",False
Numbers 26.24,"of Jashub, the clan of the Ja-shubites; of Shimron, the clan of the Shimronites.",Numbers 26.24,Douay-Rheims,"Numbers 26.24 Jasub, of whom is the family of the Jasubites: Semran, of whom is the family of the Semranites.",False
Numbers 26.49,"of Jezer, the clan of the Jezerites; of Shillem, the clan of the Shillemites.",Numbers 26.49,Douay-Rheims,"Numbers 26.49 Jeser, of whom is the family of the Jeserites: Sellem, of whom is the family of the Sellemites.",False
Numbers 27.5,Moses brought their case before the LORD.,Numbers 27.5,Douay-Rheims,Numbers 27.5 And the Lord said to him:,False
Numbers 27.15,"Moses spoke to the LORD, saying,",Numbers 27.15,Douay-Rheims,Numbers 27.15 And Moses answered him:,False
Numbers 28.29,a tenth for each of the seven lambs;,Numbers 28.29,Douay-Rheims,"Numbers 28.29 The tenth of a tenth to every lamb, which in all are seven lambs: a buck goat also,",False
Numbers 28.30,"with one male goat, to make atonement for you.",Numbers 28.30,Douay-Rheims,Numbers 28.30 Which is slain for expiation: besides the perpetual holocaust and the libations thereof.,False
Numbers 29.11,"also one male goat for a sin offering, besides the sin offering of atonement, and the regular burnt offering and its grain offering, and their drink offerings.",Numbers 29.11,Douay-Rheims,"Numbers 29.11 And a buck goat for sin, besides the things that are wont to be offered for sin, for expiation, and for the perpetual holocaust with their sacrifice and libations.",False
Numbers 29.19,"also one male goat for a sin offering, besides the regular burnt offering and its grain offering, and their drink offerings.",Numbers 29.19,Douay-Rheims,"Numbers 29.19 And a buck goat for a sin offering besides the perpetual holocaust, and the sacrifice and the libation thereof.",False
Numbers 29.28,also one male goat for a sin offering; besides the regular burnt offering and its grain offering and its drink offering.,Numbers 29.28,Douay-Rheims,"Numbers 29.28 And a buck goat for sin, besides the perpetual holocaust, and the sacrifice and the libation thereof.",False
Numbers 29.31,"also one male goat for a sin offering; besides the regular burnt offering, its grain offering, and its drink offerings.",Numbers 29.31,Douay-Rheims,"Numbers 29.31 And a buck goat for sin, besides the perpetual holocaust, and the sacrifice and the libation thereof.",False
Numbers 30.4,"and her father hears of her vow and of her pledge by which she has bound herself and says nothing to her, then all her vows shall stand, and every pledge by which she has bound herself shall stand.",Numbers 30.4,Douay-Rheims,"Numbers 30.4 If a woman vow any thing, and bind herself by an oath, being in her father’s house, and but yet a girl in age: if her father knew the vow that she hath promised, and the oath wherewith she hath bound her soul, and held his peace, she shall be bound by the vow:",False
Numbers 30.6,"If she marries a husband, while under her vows or any thoughtless utterance of her lips by which she has bound herself,",Numbers 30.6,Douay-Rheims,"Numbers 30.6 But if her father, immediately as soon as he heard it, gainsaid it, both her vows and her oaths shall be void, neither shall she be bound to what she promised, because her father hath gainsaid it.",False
Numbers 30.12,"But if her husband makes them null and void on the day that he hears them, then whatever proceeds out of her lips concerning her vows or concerning her pledge of herself shall not stand. Her husband has made them void, and the LORD will forgive her.",Numbers 30.12,Douay-Rheims,"Numbers 30.12 If her husband hear, and hold his peace, and doth not disallow the promise, she shall accomplish whatsoever she had promised.",False
Numbers 30.13,"Any vow and any binding oath to afflict herself, her husband may establish, or her husband may make void.",Numbers 30.13,Douay-Rheims,"Numbers 30.13 But if forthwith he gainsay it, she shall not be bound by the promise: because her husband gainsaid it, and the Lord will be merciful to her.",False
Numbers 30.15,"But if he makes them null and void after he has heard of them, then he shall bear her iniquity.""",Numbers 30.15,Douay-Rheims,"Numbers 30.15 But if the husband hearing it hold his peace, and defer the declaring his mind till another day: whatsoever she had vowed and promised, she shall fulfill: because immediately as he heard it, he held his peace.",False
Numbers 31.7,"They warred against Midian, as the LORD commanded Moses, and killed every male.",Numbers 31.7,Douay-Rheims,"Numbers 31.7 And when they had fought against the Madianites and had overcome them, they slew all the men.",False
Numbers 31.38,"The cattle were 36,000, of which the LORD's tribute was 72.",Numbers 31.38,Douay-Rheims,"Numbers 31.38 And out of the thirty-six thousand oxen, seventy-two oxen:",False
Numbers 31.40,"The persons were 16,000, of which the LORD's tribute was 32 persons.",Numbers 31.40,Douay-Rheims,"Numbers 31.40 Out of the sixteen thousand persons, there fell to the portion of the Lord, thirty-two souls.",False
Numbers 31.43,"now the congregation's half was 337,500 sheep,",Numbers 31.43,Douay-Rheims,"Numbers 31.43 But out of the half that fell to the rest of the multitude, that is to say, out of the three hundred thirty-seven thousand five hundred sheep,",False
Numbers 31.46,"and 16,000 persons",Numbers 31.46,Douay-Rheims,"Numbers 31.46 And out of the sixteen thousand persons,",False
Numbers 31.48,"Then the officers who were over the thousands of the army, the commanders of thousands and the commanders of hundreds, came near to Moses",Numbers 31.48,Douay-Rheims,"Numbers 31.48 And when the commanders of the army, and the tribunes and centurions were come to Moses, they said:",False
Numbers 33.5,So the people of Israel set out from Rameses and camped at Succoth.,Numbers 33.5,Douay-Rheims,Numbers 33.5 And they camped in Soccoth.,False
Numbers 33.13,And they set out from Dophkah and camped at Alush.,Numbers 33.13,Douay-Rheims,"Numbers 33.13 And departing from Daphca, they camped in Alus.",False
Numbers 33.16,And they set out from the wilderness of Sinai and camped at Kibroth-hattaavah.,Numbers 33.16,Douay-Rheims,"Numbers 33.16 But departing also from the desert of Sinai, they came to the graves of lust.",False
Numbers 33.17,And they set out from Kibroth-hattaavah and camped at Hazeroth.,Numbers 33.17,Douay-Rheims,"Numbers 33.17 And departing from the graves of lust, they camped in Haseroth.",False
Numbers 33.18,And they set out from Hazeroth and camped at Rithmah.,Numbers 33.18,Douay-Rheims,Numbers 33.18 And from Haseroth they came to Rethma.,False
Numbers 33.19,And they set out from Rithmah and camped at Rimmon-perez.,Numbers 33.19,Douay-Rheims,"Numbers 33.19 And departing from Rethma, they camped in Remmomphares.",False
Numbers 33.22,And they set out from Rissah and camped at Kehelathah.,Numbers 33.22,Douay-Rheims,"Numbers 33.22 And departing from Ressa, they came to Ceelatha.",False
