verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
Deuteronomy 31.21 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","And after many evils and afflictions shall have come upon them, this canticle shall answer them for a testimony, which no oblivion shall take away out of the mouth of their seed. For I know their thoughts, and what they are about to do this day, before that I bring them into the land which I have promised them.",TRUE,FALSE,FALSE,FALSE,FALSE
Isaiah 59.13 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","In sinning and lying against the Lord: and we have turned away so that we went not after our God, but spoke calumny and transgression: we have conceived, and uttered from the heart, words of falsehood.",TRUE,FALSE,FALSE,FALSE,FALSE
Ezra 9.14 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","That we should not turn away, nor break thy commandments, nor join in marriage with the people of these abominations. Art thou angry with us unto utter destruction, not to leave us a remnant to be saved?",TRUE,FALSE,FALSE,FALSE,FALSE
2 Chronicles 20.9 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","If evils fall upon us, the sword of judgment, or pestilence, or famine, we will stand in thy presence before this house, in which thy name is called upon: and we will cry to thee in our afflictions, and thou wilt hear, and save us.",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 1.19 (Geneva),"Some Divines draw this thorne in the flesh, of which Saint Paul complaines, as farre as from Adams loynes, and say it was originall concupiscence, which the Apostle calls l•gem in carne, a law in his flesh, in his members, Rom. 7.","And it is knowen vnto all the inhabitants of Hierusalem, in so much, that that field is called in their owne language, Aceldama, That is, the field of blood.",FALSE,FALSE,TRUE,FALSE,FALSE
John 5.18 (AKJV),"Some Divines draw this thorne in the flesh, of which Saint Paul complaines, as farre as from Adams loynes, and say it was originall concupiscence, which the Apostle calls l•gem in carne, a law in his flesh, in his members, Rom. 7.","Therefore the Iewes sought the more to kill him, not onely because hee had broken the Sabbath, but said also, that God was his father, making himselfe equall with God.",FALSE,FALSE,TRUE,FALSE,FALSE
Isaiah 28.15 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","For you have said: We have entered into a league with death, and we have made a covenant with hell. When the overflowing scourge shall pass through, it shall not come upon us: for we have placed our hope in lies, and by falsehood we are protected.",TRUE,FALSE,FALSE,FALSE,FALSE
Judith 13.25 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","Because he hath so magnified thy name this day, that thy praise shall not depart out of the mouth of men who shall be mindful of the power of the Lord for ever, for that thou hast not spared thy life, by reason of the distress and tribulation of thy people, but hast prevented our ruin in the presence of our God.",FALSE,FALSE,TRUE,FALSE,FALSE
1 Samuel 20.13 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","May the Lord do so and so to Jonathan and add still more. But if my father shall continue in malice against thee, I will discover it to thy ear, and will send thee away, that thou mayest go in peace, and the Lord be with thee, as he hath been with my father.",FALSE,FALSE,TRUE,FALSE,FALSE
Esther 7.4 (Douay-Rheims),"such a love we should press to, and improve to such a flame, that we may be able to say, all this is come upon us, (as the Church speaks, in Ps. 44.) yet have we not departed from thee, no• … have we dealt falsely in thy Covenant:","For we are given up, I and my people, to be destroyed, to be slain, and to perish. And would God we were sold for bondmen and bondwomen: the evil might be borne with, and I would have mourned in silence: but now we have an enemy, whose cruelty redoundeth upon the king.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 12.44 (AKJV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","(For if he had not hoped that they that were slaine should haue risen againe, it had bin superfluous and vaine, to pray for the dead.)",FALSE,FALSE,TRUE,,FALSE
Hebrews 7.11 (AKJV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","If therefore perfection were by the Leuiticall Priesthood (for vnder it the people receiued the Law) what further neede was there, that another Priest should rise after the order of Melchisedec, and not bee called after the order of Aaron?",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 1.1 (AKJV) - 8,"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Whereas many and great things haue bene deliuered vnto vs by the Law and the Prophets, and by others that haue followed their steps, for the which things Israel ought to be commended for learning and Wisedome, and whereof not onely the Readers must needs become skilful themselues, but also they that desire to learne, be able to profit them which are without, both by speaking and writing :",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 3.12 (AKJV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","And that it was altogether impossible that such wrong should be done vnto them, that had committed it to the holinesse of the place, and to the maiestie and inuiolable sanctitie of the Temple, honoured ouer all the world.",FALSE,FALSE,TRUE,,FALSE
Galatians 3.17 (ODRV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","And this I say, the testament being confirmed of God, the Law which was made after foure hundred and thirtie yeares, maketh not void to frustrate the promise.",TRUE,FALSE,FALSE,FALSE,FALSE
Hebrews 7.11 (ODRV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","If then consummation was by the Leuitical Priesthood (for vnder it the people receiued the Law) what necessitie was there yet another Priest to rise according to the order of Melchisedech, and not to be called according to the order of Aaron?",FALSE,TRUE,FALSE,FALSE,FALSE
Romans 3.9 (AKJV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","What then? are wee better then they? No in no wise: for we haue before proued both Iewes, and Gentiles, that they are all vnder sinne,",FALSE,FALSE,TRUE,,FALSE
Ezra 6.12 (Douay-Rheims),"Psal. 50. Psal. 113. 7 Surely, if God will honour his people by glorious performances, they shall honour him with praise, Psal. 50. Psal. 113. 7 And last word is, SUCH honour, namely, to subdue Kings, and Nobles, and Nations.","And may the God, that hath caused his name to dwell there, destroy all kingdoms, and the people that shall put out their hand to resist, and to destroy the house of God, that is in Jerusalem. I Darius have made the decree, which I will have diligently complied with.",FALSE,FALSE,TRUE,,FALSE
Judges 18.10 (Douay-Rheims),"Psal. 50. Psal. 113. 7 Surely, if God will honour his people by glorious performances, they shall honour him with praise, Psal. 50. Psal. 113. 7 And last word is, SUCH honour, namely, to subdue Kings, and Nobles, and Nations.","We shall come to a people that is secure, into a spacious country, and the Lord will deliver the place to us, in which there is no want of any thing that groweth on the earth.",FALSE,FALSE,TRUE,,FALSE
