verse_id,text,verse_text,label,top_k
Daniel 5.21 (Geneva) - 1,"Yea though an Angel could not tell Esdras how long hee should liue. 2. Esd yet these will professe to put a period vnto our liues, when our dayes are determined, our monthes numbred, our bounds appointed which wee cannot passe, onely in Gods hand.","they fed him with grasse like oxen, and his body was wet with the dewe of the heauen, till he knewe, that the most high God bare rule ouer the kingdome of men, and that he appointeth ouer it, whomsoeuer he pleaseth.",FALSE,
2 Esdras 4.52 (AKJV) - 1,"Yea though an Angel could not tell Esdras how long hee should liue. 2. Esd yet these will professe to put a period vnto our liues, when our dayes are determined, our monthes numbred, our bounds appointed which wee cannot passe, onely in Gods hand.","but as touching thy life, I am not sent to shew thee, for I doe not know it.",TRUE,1-3
Job 14.5 (AKJV),"Yea though an Angel could not tell Esdras how long hee should liue. 2. Esd yet these will professe to put a period vnto our liues, when our dayes are determined, our monthes numbred, our bounds appointed which wee cannot passe, onely in Gods hand.","Seeing his daies are determined, the number of his moneths are with thee, thou hast appointed his bounds that he cannot passe.",TRUE,1-3
Job 14.5 (Geneva),"Yea though an Angel could not tell Esdras how long hee should liue. 2. Esd yet these will professe to put a period vnto our liues, when our dayes are determined, our monthes numbred, our bounds appointed which wee cannot passe, onely in Gods hand.","Are not his dayes determined? the nober of his moneths are with thee: thou hast appointed his boundes, which he can not passe.",TRUE,1-3
Job 14.5 (Douay-Rheims),"Yea though an Angel could not tell Esdras how long hee should liue. 2. Esd yet these will professe to put a period vnto our liues, when our dayes are determined, our monthes numbred, our bounds appointed which wee cannot passe, onely in Gods hand.","The days of man are short, and the number of his months is with thee: thou hast appointed his bounds which cannot be passed.",TRUE,4
Job 14.5 (Vulgate),"Yea though an Angel could not tell Esdras how long hee should liue. 2. Esd yet these will professe to put a period vnto our liues, when our dayes are determined, our monthes numbred, our bounds appointed which wee cannot passe, onely in Gods hand.","Breves dies hominis sunt: numerus mensium ejus apud te est: constituisti terminos ejus, qui præteriri non poterunt.",TRUE,5
Genesis 38.12 (Geneva) - 0,"Sara helpefull, the sonne like Gen. 23. 6.",And in processe of time also the daughter of Shuah Iudahs wife dyed.,FALSE,
Romans 9.10 (Geneva),"Sara helpefull, the sonne like Gen. 23. 6.","Neither he onely felt this, but also Rebecca when shee had conceiued by one, euen by our father Isaac.",FALSE,
Hebrews 7.10 (Geneva),"Sara helpefull, the sonne like Gen. 23. 6.","For hee was yet in the loynes of his father Abraham, when Melchi-sedec met him.",FALSE,
Acts 7.25 (Geneva) - 0,"Sara helpefull, the sonne like Gen. 23. 6.","For hee supposed his brethren would haue vnderstand, that God by his hande should giue them deliuerance:",FALSE,
Genesis 19.36 (Geneva),"Sara helpefull, the sonne like Gen. 23. 6.",Thus were both the daughters of Lot with childe by their father.,FALSE,
Allusion,"That family (saith hee) is of most sound tranquility and firme stability, where the master or goodman of the family is like Iosh. 24.14.",No Bible verse quotation or paraphrase found,TRUE,
Allusion,where the father is like Gen. 18.19.,No Bible verse quotation or paraphrase found,TRUE,
Allusion,"Abraham faithfull, the mother like 1 Pet. 3.6.",No Bible verse quotation or paraphrase found,TRUE,
Allusion,"Sara helpefull, the sonne like Gen. 23. 6.",No Bible verse quotation or paraphrase found,TRUE,
Luke 7.8 (AKJV) - 3; Luke 7.8 (Geneva) - 2,"Isaack dutifull, the brethren and sisters; like Ge. 24 60. Laban and Rebecca amiable, the seruants like the Luk. 7.8. Centurions seruant tractable.","and to my seruant, Doe this, and he doeth it.",TRUE,1-2
Luke 7.8 (ODRV) - 3,"Isaack dutifull, the brethren and sisters; like Ge. 24 60. Laban and Rebecca amiable, the seruants like the Luk. 7.8. Centurions seruant tractable.","and to my seruant, doe this, and he doeth it.",TRUE,1
Luke 7.8 (Vulgate) - 3,"Isaack dutifull, the brethren and sisters; like Ge. 24 60. Laban and Rebecca amiable, the seruants like the Luk. 7.8. Centurions seruant tractable.","et servo meo, Fac hoc, et facit.",TRUE,4
Luke 7.8 (Tyndale),"Isaack dutifull, the brethren and sisters; like Ge. 24 60. Laban and Rebecca amiable, the seruants like the Luk. 7.8. Centurions seruant tractable.",For I lyke wyse am a man vnder power and have vnder me soudiers and I saye vnto won goo: and he goeth. And to another come: and he cometh. And to my servaunt do this: and he doeth it.,TRUE,3
Isaiah 59.18 (Geneva),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","As to make recompence, as to requite the furie of the aduersaries with a recompence to his enemies: he will fully repaire the ylands.",FALSE,
Isaiah 59.18 (Geneva) - 0,"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","As to make recompence, as to requite the furie of the aduersaries with a recompence to his enemies:",FALSE,
2 Samuel 11.16 (Geneva),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","So when Ioab besieged the citie, he assigned Vriah vnto a place, where he knewe that strong men were.",FALSE,
Numbers 35.22 (Geneva),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","But if he pusshed him vnaduisedly, and not of hatred, or cast vpon him any thing, without laying of waite,",FALSE,
2 Samuel 10.2 (AKJV) - 0,"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","Then said Dauid, I will shewe kindnes vnto Hanun the sonne of Nahash, as his father shewed kindnes vnto me.",TRUE,1-3
2 Samuel 10.2 (Geneva) - 0,"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","Then sayde Dauid, I will shewe kindnesse vnto Hanun the sonne of Nahash, as his father shewed kindnesse vnto me.",TRUE,1-3
2 Samuel 10.2 (Douay-Rheims) - 1,"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","I Will shew kindness to Hanon the son of Daas, as his father shewed kindness to me.",TRUE,1-3
2 Samuel 10.2 (Vulgate) - 1,"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","Faciam misericordiam cum Hanon filio Naas, sicut fecit pater ejus mecum misericordiam.",TRUE,4
2 Kings 12.15 (Geneva),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","Moreouer, they reckoned not with the men, into whose handes they deliuered that money to be bestowed on workemen: for they dealt faithfully.",FALSE,
1 Corinthians 12.23 (Geneva),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","And vpon those members of the body, which wee thinke most vnhonest, put wee more honestie on: and our vncomely parts haue more comelinesse on.",FALSE,
Genesis 47.18 (Geneva),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","But when the yeere was ended, they came vnto him the next yeere, and sayd vnto him, We will not hide from my lord, that since our money is spent, and my lord hath the heards of the cattel, there is nothing left in the sight of my lorde, but our bodies and our ground.",FALSE,
Job 16.4 (Geneva),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","I could also speake as yee doe: (but woulde God your soule were in my soules stead) I could keepe you company in speaking, and could shake mine head at you,",FALSE,
Acts 23.29 (Geneva),"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","There I perceiued that hee was accused of questions of their Lawe, but had no crime worthy of death, or of bondes.",FALSE,
Hebrews 13.2 (Geneva),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?",Be not forgetfull to intertaine strangers: for thereby some haue receiued Angels into their houses vnwares.,TRUE,1-2
Hebrews 13.2 (AKJV),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","Bee not forgetfull to entertaine strangers, for thereby some haue entertayned Angels vnawares.",TRUE,1-2
Hebrews 13.2 (ODRV),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","And hospitalitie doe not forget, for by this certaine being not aware, haue receiued Angels to harbour.",TRUE,3
Hebrews 13.2 (Tyndale),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?",Be not forgetfull to lodge straungers. For therby have dyvers receaved angels into their houses vnwares.,TRUE,4-5
Hebrews 13.2 (Vulgate),"and why should not wee hope to entertaine the like or better ghestes, if we bee giuen to hospitalitie, as those godly Fathers were?","et hospitalitatem nolite oblivisci: per hanc enim latuerunt quidam, angelis hospitio receptis.",TRUE,4-5
Leviticus 5.3 (Geneva),"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","Eyther if hee touche any vncleannesse of man (whatsoeuer vncleannes it be, that hee is defiled with) and is not ware of it, and after commeth to the knowledge of it, he hath sinned:",FALSE,
Genesis 2.19 (Geneva) - 1,"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","for howsoeuer the man named the liuing creature, so was the name thereof.",FALSE,
Leviticus 19.12 (AKJV) - 0,"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","And ye shall not sweare by my Name falsly, neither shalt thou prophane the Name of thy God:",TRUE,1-4
Leviticus 19.12 (Geneva) - 0,"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","Also yee shall not sweare by my name falsely, neither shalt thou defile the name of thy God:",TRUE,1-4
Leviticus 19.12 (Douay-Rheims) - 0,"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","Thou shalt not swear falsely by my name, nor profane the name of thy God.",TRUE,1-4
Leviticus 19.12 (Vulgate) - 0,"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","Non perjurabis in nomine meo, nec pollues nomen Dei tui.",TRUE,1-4
Leviticus 19.12 (Wycliffe) - 0,"and no Periurie but vvhen there vvas expressed the name of God, or some other thing, immediatly pertaining to his seruice.","Thou schalt not forswere in my name, nethir thou schalt defoule the name of thi God;",TRUE,5
Job 34.31 (Geneva),"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","Surely it appertaineth vnto God to say, I haue pardoned, I will not destroy.",FALSE,
Daniel 4.14 (Geneva) - 1,"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
Daniel 4.14 (Geneva),"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","The sentence is according to the decree of the watchmen, and according to the word of the holy ones: the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
