Phrase,Citations,Outliers,Text
Daniel. 2.,Daniel 2,,"Lastly you also, euen you that are Iewes, albeit as yet it be not reueiled vnto you, shall knowe and acknowledge once at the length (I trust) the inestimable treasure and incomparable riches of this kingdome, ye inuin•ible euerlasting power of this king, who shall breake and ouerthrowe all other kingdomes of the worlde, and shall not possibly bee destroyed it selfe, neither shall haue anie ende, Daniel. 2."
Esa. 63.,Isaiah 63,,Esa. 63.
Esa. 35. 55.6•,Isaiah 35.55,,Phil•p. 2. Esa. 35. 55.6•
Mat. 11.,Matthew 11,,Mat. 11.
Mat. 20.,Matthew 20,,Mat. 20.
Psal. 109.,Psalms 109,,Psal. 109.
Apoc. 1.,Revelation 1,,Apoc. 1. ••
Coloss. 2.,Colossians 2,,Coloss. 2.
Ose. 13.,Hosea 13,,Ose. 13.
Ezech. 28.,Ezekiel 28,,Ezech. 28.
Ezech. 36.,Ezekiel 36,,Ezech. 36.
Dan. 9.,Daniel 9,,Dan. 9.
Kings 130.,Kings 130,,whiles some do attribute to that gouernement vnder the Persiā Kings 130. yeres ful: others 200 lacking two:
Esdr. 1.2.,Esdras 1.2,,•• Esdr. 1.2.
2. Esdr. 6.7.,2 Esdras 6.7,,2. Esdr. 6.7.
Malach. 3.,Malachi 3,,Malach. 3.
Malac. 4.,Malachi 4,,Malac. 4.
Gene. 49.,Genesis 49,,Gene. 49.
Zach 12.,Zechariah 12,,Zach 12.
Luke. 21.,Luke 21,,Luke. 21.
Rom. 11.,Romans 11,,Rom. 11.
Mathew. 15. 21.,Matthew 15.21,,"¶ A Sermon preached in S. Botulphes Church without Aldersgate in London, the 15 day of February. 1573. by Maister Wylliam Fulke Doctor of Deuinitie. Mathew. 15. 21. ¶ And Iesus departing from thēce, went aside into the partes of Tyre and Sydon."
Esay. 29.,Isaiah 29,,Esay. 29.
Esay. 8.,Isaiah 8,,Esay. 8.
Leuit. 15.; Num. 19.,Leviticus 15; Numbers 19,,Leuit. 15. Num. 19.
Mark. 7.,Mark 7,,Mark. 7.
Math. 8.,Matthew 8,,Math. 8.
Ioel. 2.,Joel 2,,Ioel. 2.
Psal. 72.,Psalms 72,,Psal. 72.
Esay. 28.,Isaiah 28,,Esay. 28.
1. Pet. 1.,1 Peter 1,,1. Pet. 1.
2. Sam. 17,2 Samuel 17,,2. Sam. 17
1. Cro. 22.,1 Chronicles 22,,1. Cro. 22.
Esay. 11.,Isaiah 11,,Esay. 11.
Esay. 22.,Isaiah 22,,Esay. 22.
Math. 8.; Luke. 4.; Math. 11.,Matthew 8; Luke 4; Matthew 11,,Math. 8. Luke. 4. Math. 11.
Hebr. 12.,Hebrews 12,,Hebr. 12.
"1, Pet. 1.",1 Peter 1,,"1, Pet. 1."
1. Pet. 1.,1 Peter 1,,1. Pet. 1.
1. Cor. 10.,1 Corinthians 10,,1. Cor. 10.
Genes. 23.,Genesis 23,,Genes. 23.
Iohn. 2.,John 2,,Iohn. 2.
Psal. 50.,Psalms 50,,Psal. 50.
Iohn. 10.,John 10,,Iohn. 10.
Ioh. 17.,John 17,,Ioh. 17.
Galat. 3.,Galatians 3,,Galat. 3.
Math. 18.,Matthew 18,,Math. 18.
Math. 17.,Matthew 17,,Math. 17. Mark. 9. &. 11.
Gene. 21.; Gene. 17.,Genesis 21; Genesis 17,,Gene. 21. Gene. 17.
Isay. 28.,Isaiah 28,,Isay. 28.
Rom. 8.,Romans 8,,Rom. 8.
Ioel. 2.,Joel 2,,Ioel. 2.
Rom. 8.,Romans 8,,Rom. 8.
Rom. 8.,Romans 8,,Rom. 8.
Gala. 5.,Galatians 5,,Gala. 5.
Rom. 4,Romans 4,,Rom. 4
Mat. 24,Matthew 24,,Mat. 24
Rom. 10,Romans 10,,Rom. 10
Mark. 7,Mark 7,,Mark. 7
Math. 8.,Matthew 8,,Math. 8.
2. Pet. 2.,2 Peter 2,,2. Pet. 2.
Mat. 22.,Matthew 22,,Mat. 22.
1. Thes. 4,1 Thessalonians 4,,1. Thes. 4
Gene. 25.,Genesis 25,,Gene. 25.
Gene. 27; Hebr. 12.,Genesis 27; Hebrews 12,,Gene. 27 Hebr. 12.
Rom. 11.,Romans 11,,Rom. 11.
Mark. 9.,Mark 9,,Mark. 9.
Gene. 22.,Genesis 22,,Gene. 22.
Hose. 12.,Hosea 12,,Hose. 12.
Psal. 123,Psalms 123,,Psal. 123
1. Pet. 1.,1 Peter 1,,1. Pet. 1.
Prouer. 21.,Proverbs 21,,"And euen so saith Salomon, Prouer. 21. As the streames of waters, or as it is nowe translated, as a vessell in the streams of waters, so is the kings hart in the hand of the Lord, & whethersoeuer he will he inclmeth and moueth it, eyther to the hauen of prosperitie, if the people serue him, or to the shoare of danger and aduersitie, if they prouoke his wrath against them."
Galat. 4. Vers. 21,Galatians 4.21,,"❧ A Sermon preached on Sunday, being the. 17. of Marche, Anno. 1577. at S. Alpheges Churche within Creplegate in London, by William Fulke, doctor in Diuinitie. Galat. 4. Vers. 21 Tell mee you that wyl be vnder the Lawe, doo yee not heare the Lawe?"
Iohn. 4.,John 4,,Iohn. 4.
Apoca. 7. 10.,Revelation 7.10,,Apoca. 7. 10.
Ephes. 2.,Ephesians 2,,Ephes. 2.
Rom. 3.,Romans 3,,Rom. 3.
Ebru. 11.,Hebrews 11,,Ebru. 11. ••.
Luke. 18.,Luke 18,,"And yet thy did not pretend to exclude the grace of God, as appeareth righte well in that Phariseye of whome our Sauiour Christ telleth the Parable Luke. 18. against them that trusted in themselues that they were ryghteous, and despised other."
Esay. 1.,Isaiah 1,,Esay. 1. ••.
Iohn. 8. 67.,John 8.67,,Iohn. 8. 67.
Ieremie. 31.,Jeremiah 31,,Ieremie. 31.
Hebr. 8.,Hebrews 8,,Hebr. 8.
Iohn. 1. 12. 13.,John 1.12; John 1.13,,Iohn. 1. 12. 13.
Math. 5. 14.,Matthew 5.14,,Math. 5. 14.
Iohn. 17.,John 17,,"Iohn. 17. Sanctifie them in thy trueth, thy word is the trueth."
"2. Pet, 1.",2 Peter 1,,"2. Pet, 1."
Leuit. 11. 19. & 20.,Leviticus 11.19,,Leuit. 11. 19. & 20.
1. Pet. 1.,1 Peter 1,,1. Pet. 1.
Psal. 96.,Psalms 96,,In Psal. 96.
Psal. 9. 6.,Psalms 9.6,,In Psal. 9. 6.
Apoe. 19. & 20. 22.,Revelation 20.22,,Apoe. 19. & 20. 22.
Apoc. 7.,Revelation 7,,Apoc. 7.
Hebr. 12.,Hebrews 12,,Hebr. 12.
Iam. 1.,James 1,,Iam. 1.
1. Cor. 1.,1 Corinthians 1,,1. Cor. 1.
2. Cor. 3.,2 Corinthians 3,,2. Cor. 3.
Gene. 8.,Genesis 8,,Gene. 8.
Gene. 6.,Genesis 6,,Gene. 6.
Iohn. 15.,John 15,,Iohn. 15.
Rom. 14.,Romans 14,,Rom. 14.
Heb. 11.,Hebrews 11,,Heb. 11.
Ephe. 2.,Ephesians 2,,Ephe. 2.
Rom. 4.,Romans 4,,Rom. 4.
Prou. 18.,Proverbs 18,,Prou. 18.
Rom. 4.,Romans 4,,Rom. 4.
Rom. 3.,Romans 3,,Rom. 3.
Leu. 11.,Leviticus 11,,Leu. 11.
Ephe. 3.,Ephesians 3,,Ephe. 3.
Ezech. 37.,Ezekiel 37,,Ezech. 37.
1. Tim. 4.,1 Timothy 4,,1. Tim. 4.
Rom. 8.,Romans 8,,Rom. 8.
Psal. 51.,Psalms 51,,Psal. 51.
Rom. 1.,Romans 1,,Rom. 1.
1. Cor. 6.,1 Corinthians 6,,1. Cor. 6.
Prouer. 30.,Proverbs 30,,Prouer. 30.
Deut. 12.,Deuteronomy 12,,Deut. 12.
Esaye. 8.,Isaiah 8,,Esaye. 8.
Luke 16.,Luke 16,,"Abraham in the parable of Luke 16. sendeth the rich mans fiue brethren vnto the Lawe and Prophets, as sufficient to teach them, that they come not into the place of torments."
Iohn. 5.,John 5,,Iohn. 5.
Iohn. 17.,John 17,,Iohn. 17.
Rom. 5.; Rom. 8.,Romans 5; Romans 8,,Rom. 5. Rom. 8.
2. Tim. 3.,2 Timothy 3,,2. Tim. 3.
2. Timo. 3,2 Timothy 3,,2. Timo. 3
2. Tim. 3.,2 Timothy 3,,2. Tim. 3.
Act. 17.,Acts 17,,Act. 17.
Ioan. 5.,John 5,,Ioan. 5.
Luk. 24.,Luke 24,,Luk. 24.
Deut. 13.,Deuteronomy 13,,Deut. 13.
Ephes. 4.,Ephesians 4,,Ephes. 4.
Hebr. 11.,Hebrews 11,,Hebr. 11.
Rom. 10.,Romans 10,,Rom. 10.
Gen. 4.,Genesis 4,,Gen. 4.
Gen. 5.,Genesis 5,,Gen. 5.
Acts. 7.,Acts 7,,Acts. 7.
Luke. 3.,Luke 3,,Luke. 3.
Ephe. 2.,Ephesians 2,,Ephe. 2.
1. Timothie 3.,1 Timothy 3,,"Firste it muste bee remembred, that Saint Paule in the Chapter 1. Timothie 3. describeth the persons and offices of Christian Bishoppes and Deacons, which doone, he addeth immediatly."
Rom. 10.,Romans 10,,Rom. 10.
1. Tim. 4.,1 Timothy 4,,1. Tim. 4.
Apoc. 2.,Revelation 2,,Apoc. 2.
Gal. 2.,Galatians 2,,Gal. 2.
Rom. 3.,Romans 3,,Rom. 3.
Ioan. 16.,John 16,,Ioan. 16.
Act. 10.,Acts 10,,Act. 10.
Gal. 2.,Galatians 2,,Gal. 2.
1. Tim. 5.,1 Timothy 5,,1. Tim. 5.
Ephes. 5.,Ephesians 5,,Ephes. 5.
Gal. 5.,Galatians 5,,Gal. 5.
Rom. 3.,Romans 3,,Rom. 3.
1. Cor. 11.,1 Corinthians 11,,1. Cor. 11.
Rom. 5.1.,Romans 5.1,,"But most commonly it is taken for that peace of minde or conscience, whereby was beeing reconciled with God through Christ, doo rest in him, perswading our selues that God is a fréend and father vnto vs for Christs sake, with whome we are ioyned through a true and liuelye faith. Of this Paule speaketh Rom. 5.1. We beeing iustified."
Math. 5.,Matthew 5,,"The persons that are thus disposed and affected, Christ Math. 5. saith, they are blessed, and the Sonnes of God. Blessed are the peacemakers:"
Exod. 29.,Exodus 29,,"But it is well knowne out of the holye Scriptures, that the high Preestes in times past among the Israelites were annointed with Oyle, when they were consecrated, as saith Moses Exod. 29. And that externall oyle, was a signe or token of the heauenly giftes, wherwith God adorned them to the executing of their function."
Psal. 45.,Psalms 45,,"Therfore Dauid, Psal. 45. saith, that he was annointed with the oyle of gladnes aboue his fellowes. For why?"
Psal 17.,Psalms 17,,"Wher-upon Dauid Psal 17. saith, that he was oftetimes vpholden with this hope in the middest of his dangers, namely for that he was perswaded, that he should before he died, enioy the good gifts of God, euen in this life."
Ephes. 4.,Ephesians 4,,"Paule to the Ephes. 4. exhorting the Christians to this purpose, setteth downe many thinges wherby we are tied and linked among our selues."
Psal: 15. 1,Psalms 15.1,,Sermon. II. Psal: 15. 1 A Sng of Dauid.
1 Corinth. 13.,1 Corinthians 13,,"And this is that wonderfull Loue and Charitie, wherof Paule speaketh. 1 Corinth. 13. or, if ye will, that religious pietie towards God and men, which is ye mother of all good actions, and by the which Faith worketh, which other wise is dead, as saith Iames."
Psal. 15.,Psalms 15,,"therfore Psal. 15. he saith, That these outward Sacrifices and burnt offrings doo not please God, to wit of themselues, but the Sacrifice acceptable to God, is a troubled spirit, and a broken or contrite hart."
Math. 25.,Matthew 25,,"But religiousnes & faith is much better and more holilye exercised, in the morall duties or actions of the second Table, that is, in helping and releeuing of our neighbours, then in any ceremonies, as witnesseth Christ Math. 25. And this shall appéere most plainely in the latter day."
Iames chap. 2. 14,James 2.14,,"Oeternall God, and our heauenly Father, &c. Sermon. III. Epistle of Iames chap. 2. 14"
Epist. 1.,Epistle 1,,"And therefore it seemeth to be that same vertue, of which Peter speaketh 2, Epist. 1. And you, saith he, giue all diligence, that you may ioyne with your faith vertue:"
1. Corinth. 13.,1 Corinthians 13,,"Or, that which of Paule 1. Corinth. 13. is called agape, commonly translated Loue, but in Latin it is rather pietie towards God, and towards men."
1. Corinth. 13,1 Corinthians 13,,"Wherof Paule, to conclude, speaketh thus, 1. Corinth. 13 Though thou couldest speak, saith he, not only the Latin, Greek, and Hebrue tung, but with all the tunges of men, yea and of Angells also:"
Psal. 23. 1,Psalms 23.1,,"Psal. 23. 1 God is my Shepheard I shall neuer want any thing. 2 He maketh me to rest in greene pastures ▪ and leadeth me to the still running waters. 3 He restoreth my life or soule, and leadeth me in the path of righteousnes for his names sake. 4 Yea though I should walk through the valley of the shadow of death, I will feare no euil:"
Heb. 9.,Hebrews 9,,"For that Church or Temple of Ierusalem was a figure of that heuenly and celestiall Temple not made with hands, into the which Christ hauing made an eternal expiation and satisfaction for sinnes, is said to be entred. Heb. 9."
Ioh. 10.,John 10,,"What it behoueth vs then to doo, or what manner of persons wee ought to be, Christ himself the good Sherheard of the sheep declareth Ioh. 10. My sheepe, saith he, heare my voice, and they follow me:"
verse 16.,Verse 16,,"Chap. 9. verse 16. Woe be vnto me, if I preach not the Gospel."
Luk. 17. 7. 8. 9,Luke 17.7; Luke 17.8; Luke 17.9,,Luk. 17. 7. 8. 9
1. Cor 14. 3.,1 Corinthians 14.3,,1. Cor 14. 3.
2. Tim. 4. 2.,2 Timothy 4.2,,2. Tim. 4. 2.
1. Pet. 5. 2.,1 Peter 5.2,,1. Pet. 5. 2.
Luk. 4. 16.,Luke 4.16,,Luk. 4. 16.
1. Tim. 3. 2.,1 Timothy 3.2,,1. Tim. 3. 2.
Mala. 2. 7.,Malachi 2.7,,Mala. 2. 7.
1. Tim. 2. 15.,1 Timothy 2.15,,1. Tim. 2. 15.
Act. 8. 27.,Acts 8.27,,Act. 8. 27.
Mar. 16. 15.,Mark 16.15,,Mar. 16. 15.
"Act. 20, 20.",Acts 20; Acts 20,,"Act. 20, 20."
2. Tim. 4. 1.,2 Timothy 4.1,,2. Tim. 4. 1.
Iohn. 21. 15.,John 21.15,,"2 It is an argument and token of the loue the minister oweth vnto Christ and to the people, as it appeareth Iohn. 21. 15. where Iesus Christ sayth to Peter after his resurrection."
Iohn. 21. 15. 16. 17.,John 21.15; John 21.16; John 21.17,,Iohn. 21. 15. 16. 17.
Rom. 10. 17,Romans 10.17,,Rom. 10. 17
1. Co. 3. 6.,1 Corinthians 3.6,,1. Co. 3. 6.
1. Pet. 1. 23.,1 Peter 1.23,,1. Pet. 1. 23.
1 Cor. 3. 1.; Heb. 5. 12. & 6. 1.,1 Corinthians 3.1; Hebrews 5.12; Hebrews 6.1,,1 Cor. 3. 1. Heb. 5. 12. & 6. 1.
Ephe. 4. 11. 12. 13.,Ephesians 4.11; Ephesians 4.12; Ephesians 4.13,,Ephe. 4. 11. 12. 13.
2. Tim. 3. 16.,2 Timothy 3.16,,2. Tim. 3. 16.
Dan. 12. 3.,Daniel 12.3,,Dan. 12. 3.
Mat. 24. 25.,Matthew 24.25,,Mat. 24. 25.
1. Tim. 4. 16.,1 Timothy 4.16,,1. Tim. 4. 16.
Ionas. 3. 4.,Jonah 3.4,,Ionas. 3. 4.
Act. 2. 41.,Acts 2.41,,Act. 2. 41.
Act. 26. 18.,Acts 26.18,,Act. 26. 18.
Eze. 3. 17,Ezekiel 3.17,,Eze. 3. 17
Hosea. 4. 6.,Hosea 4.6,,Hosea. 4. 6.
Mat. 5. 13.,Matthew 5.13,,Mat. 5. 13.
Mat. 15. 14.,Matthew 15.14,,Mat. 15. 14.
Mat. 25. 30,Matthew 25.30,,Mat. 25. 30
Rom. 15. 4.; 1. Cor. 14.,Romans 15.4; 1 Corinthians 14,,Rom. 15. 4. 1. Cor. 14.
1. Cor. 2. 14.,1 Corinthians 2.14,,1. Cor. 2. 14.
2. Sam. 12.,2 Samuel 12,,2. Sam. 12.
Nehe. 8. 8.,Nehemiah 8.8,,Nehe. 8. 8.
1. Cor. 14.,1 Corinthians 14,,1. Cor. 14.
Math. 9. 38.,Matthew 9.38,,Math. 9. 38.
Math. 5. 13.; Ezech. 34. 2.; 1. Cor. 4. 1.,Matthew 5.13; Ezekiel 34.2; 1 Corinthians 4.1,,Math. 5. 13. Ezech. 34. 2. 1. Cor. 4. 1.
1. Cor. 9. 16.,1 Corinthians 9.16,,1. Cor. 9. 16.
Math. 25. 29.,Matthew 25.29,,Math. 25. 29.
Acts. 18. 26.,Acts 18.26,,Acts. 18. 26.
1. Tim. 4. 1. •,1 Timothy 4.1,,1. Tim. 4. 1. •
Eph. 4. 12. 1.,Ephesians 4.12; Ephesians 4.1,,Eph. 4. 12. 1.
Heb. 6. 1.,Hebrews 6.1,,Heb. 6. 1.
Math. 28. 19.,Matthew 28.19,,Math. 28. 19.
1. Cor. 11. 26,1 Corinthians 11.26,,1. Cor. 11. 26
Gala. 3. 1.,Galatians 3.1,,Gala. 3. 1.
Math 3.,Matthew 3,,Math 3.
Mark. 1. 38.,Mark 1.38,,Mark. 1. 38.
Math. 26. 20.,Matthew 26.20,,Math. 26. 20.
Acts. 2. 38.; Act. 8. 12. 38.; Act. 10. 34.; Acts. 20. 7.,Acts 2.38; Acts 8.12; Acts 8.38; Acts 10.34; Acts 20.7,,Acts. 2. 38. Act. 8. 12. 38. Act. 10. 34. Acts. 20. 7.
Math. 11. 21.,Matthew 11.21,,Math. 11. 21.
Ihon. 8.,John 8,,Ihon. 8.
Ioh. 10. 27.,John 10.27,,Ioh. 10. 27.
Luk. 10. 16.,Luke 10.16,,Luk. 10. 16.
Ioh 13. 20.,John 13.20,,Ioh 13. 20.
Ierem 1.,Jeremiah 1,,Ierem 1.
Ezech. 3.,Ezekiel 3,,Ezech. 3.
Math 28. 10.,Matthew 28.10,,Math 28. 10.
Mark. 16. 15.; 1. Cor. 11. 23.; 1. Cor. 15. 3.,Mark 16.15; 1 Corinthians 11.23; 1 Corinthians 15.3,,Mark. 16. 15. 1. Cor. 11. 23. 1. Cor. 15. 3.
Psalm. 19.,Psalms 19,,Psalm. 19.
2. Tim. 3.,2 Timothy 3,,2. Tim. 3.
Iere. 23. 28.,Jeremiah 23.28,,Iere. 23. 28.
Math. 12. 3.,Matthew 12.3,,Math. 12. 3.
Reue. 22. 18.,Revelation 22.18,,Reue. 22. 18.
Rom. 10. 16.,Romans 10.16,,Rom. 10. 16.
2. Cor. 5. 18.,2 Corinthians 5.18,,2. Cor. 5. 18.
Reue. 1. 2.,Revelation 1.2,,Reue. 1. 2.
Luk. 24. 46.,Luke 24.46,,Luk. 24. 46.
Ierem. 4. 1; Ezec. 18. 1.; Hose. 14. 1.,Jeremiah 4.1; Ezekiel 18.1; Hosea 14.1,,Ierem. 4. 1 Ezec. 18. 1. Hose. 14. 1.
Math. 32.; Math. 4. 17.; Rom. 3. 2.,Matthew 32; Matthew 4.17; Romans 3.2,,Math. 32. Math. 4. 17. Rom. 3. 2.
Rom. 7. 7.,Romans 7.7,,Rom. 7. 7.
Isai. 58. 1.,Isaiah 58.1,,Isai. 58. 1.
Luk. 13. 3.,Luke 13.3,,Luk. 13. 3.
Ephes. 5. 5.,Ephesians 5.5,,Ephes. 5. 5.
Math. 23. 13.,Matthew 23.13,,Math. 23. 13.
Marc. 8. 17.,Mark 8.17,,Marc. 8. 17.
Marc. 16. 14.,Mark 16.14,,Marc. 16. 14.
Gala. 2.,Galatians 2,,Gala. 2. ••.
2. Pet. 1.,2 Peter 1,,2. Pet. 1.
Mark. 3. 13.,Mark 3.13,,Mark. 3. 13.
Act. 20.,Acts 20,,Act. 20.
Ephe. 4. 11.,Ephesians 4.11,,Ephe. 4. 11.
Genes. 3.,Genesis 3,,Genes. 3.
Mark. 2.,Mark 2,,Mark. 2.
1. Cor. 1.,1 Corinthians 1,,1. Cor. 1.
Gen. 47. 22.,Genesis 47.22,,Gen. 47. 22.
Rom. 10.,Romans 10,,Rom. 10.
Luk. 17.7.8. •.,Luke 17.7,,"OVR Lord and Sauiour Iesus Christ, in the 17. chapter of the blessed Euangelist Luke, amongst manye other excellent things, vttereth and propoundeth this parable, Who is it of you, that hauing a seruaunt plowing or feeding cattell, Luk. 17.7.8. •. would say vnto him by and by when he were come from the field."
Tim. 4.2.,Timothy 4.2,,"Saint Paul sayth, He that prophecieth speaketh vnto men to edifiyng,2. Tim. 4.2. to exhortation, and to comfort."
1. Cor. 14.3.,1 Corinthians 14.3,,1. Cor. 14.3.
Ioh. 21.15.,John 21.15,,Ioh. 21.15.
1. Pet. 5.2.,1 Peter 5.2,,1. Pet. 5.2.
Luk. 4.16.,Luke 4.16,,Luk. 4.16.
1. Tim. 3.2.,1 Timothy 3.2,,1. Tim. 3.2.
Eph. 4.11.,Ephesians 4.11,,Eph. 4.11.
2. Tim. 2.15.,2 Timothy 2.15,,2. Tim. 2.15.
Mat. 13.,Matthew 13,,Mat. 13.
Act. 8.27.,Acts 8.27,,Act. 8.27.
Mar. 16.15.,Mark 16.15,,Mar. 16.15.
2. Tim. 4.1.,2 Timothy 4.1,,2. Tim. 4.1.
Ioh. 21.15.,John 21.15,,"2 It is an argument & token of the loue the Minister oweth vnto Christ and to the people, as it appeareth Ioh. 21.15."
Iohn. 21.15.16.17.,John 21.15; John 21.16; John 21.17,,Iohn. 21.15.16.17.
Rom. 10.17.,Romans 10.17,,Rom. 10.17.
1. Cor. 3.6.,1 Corinthians 3.6,,1. Cor. 3.6.
1. Pet. 1.23.,1 Peter 1.23,,1. Pet. 1.23.
1. Cor. 3.1.; Heb. 5 12. & 6.1.,1 Corinthians 3.1; Hebrews 5.12; Hebrews 6.1,,1. Cor. 3.1. Heb. 5 12. & 6.1.
2. Tim. 3.16.,2 Timothy 3.16,,2. Tim. 3.16.
Dani. 12.3.,Daniel 12.3,,Dani. 12.3.
Mat. 24.45.46.47.,Matthew 24.45; Matthew 24.46; Matthew 24.47,,Mat. 24.45.46.47.
1. Tim. 4.16.,1 Timothy 4.16,,1. Tim. 4.16.
Ionas. 3.4.,Jonah 3.4,,Ionas. 3.4.
Act. 2.41.,Acts 2.41,,Act. 2.41.
Ezec. 3.17,Ezekiel 3.17,,Ezec. 3.17
Hosea. 4.6.,Hosea 4.6,,Hosea. 4.6.
Mat. 5.13.,Matthew 5.13,,Mat. 5.13.
Mat. 15.14.,Matthew 15.14,,Mat. 15.14.
Mat. 25.30.,Matthew 25.30,,Mat. 25.30.
Rom. 15.4.; 1. Cor. 14.,Romans 15.4; 1 Corinthians 14,,Rom. 15.4. 1. Cor. 14.
"1. Cor. 2, 14.",1 Corinthians 2; 1 Corinthians 14,,"1. Cor. 2, 14."
2. Sam. 12.,2 Samuel 12,,2. Sam. 12.
Nehe. 8.8.,Nehemiah 8.8,,Nehe. 8.8.
Math. 9.38.,Matthew 9.38,,Math. 9.38.
Act. 18.26.,Acts 18.26,,Act. 18.26.
Math. 25.14.,Matthew 25.14,,Math. 25.14.
Ephe. 4.,Ephesians 4,,Ephe. 4.
Math. 28.19.,Matthew 28.19,,Math. 28.19.
Math. 16.,Matthew 16,,Math. 16. ••.
Act. 2.38.; Act. 8.12.38.; Act. 10.34.; Act. 20.7.,Acts 2.38; Acts 8.12; Acts 8.38; Acts 10.34; Acts 20.7,,Act. 2.38. Act. 8.12.38. Act. 10.34. Act. 20.7.
Ihon. 10.27.,John 10.27,,Ihon. 10.27.
Luke. 10.16.,Luke 10.16,,Luke. 10.16.
Ihon. 13.20.,John 13.20,,Ihon. 13.20.
Heb. 2.,Hebrews 2,,Heb. 2.
Ierem. 1.,Jeremiah 1,,Ierem. 1.
Ezec. 3.,Ezekiel 3,,Ezec. 3.
Math. 28.20.,Matthew 28.20,,Math. 28.20.
Marc 16.,Mark 16,,Marc 16.
1. Cor. 11.23.,1 Corinthians 11.23,,1. Cor. 11.23.
1. Cor. 15.3.,1 Corinthians 15.3,,1. Cor. 15.3.
Psalm. 19.,Psalms 19,,Psalm. 19.
Ierem. 23.28.,Jeremiah 23.28,,Ierem. 23.28.
Reue. 22.18.,Revelation 22.18,,Reue. 22.18.
Rom. 13.16.,Romans 13.16,,Rom. 13.16.
2. Cor. 5.18.,2 Corinthians 5.18,,2. Cor. 5.18.
Reue. 1.2.,Revelation 1.2,,Reue. 1.2.
Luke. 24.46.,Luke 24.46,,Luke. 24.46.
Act. 5.30.,Acts 5.30,,Act. 5.30.
Ierem. 4.1.; Ezec. 18.1.,Jeremiah 4.1; Ezekiel 18.1,,Ierem. 4.1. Ezec. 18.1.
Hose. 14 1.; Math 3.2.; Math. 4.17.,Hosea 14.1; Matthew 3.2; Matthew 4.17,,Hose. 14 1. Math 3.2. Math. 4.17.
Rom. 3.2.,Romans 3.2,,Rom. 3.2.
Rom. 7.7.,Romans 7.7,,Rom. 7.7.
Ihon. 16.8.,John 16.8,,Ihon. 16.8.
Math. 28.,Matthew 28,,Math. 28. •3.
Marc. 16.14.,Mark 16.14,,Marc. 16.14.
Gala. 2.,Galatians 2,,Gala. 2. ••.
2. Peter. 1.,2 Peter 1,,2. Peter. 1.
Mark. 3.13.,Mark 3.13,,Mark. 3.13.
Acts 20.,Acts 20,,Acts 20.
Ephe. 4.,Ephesians 4,,Ephe. 4.
Mark. 2.,Mark 2,,Mark. 2.
1. Cor. 1.,1 Corinthians 1,,1. Cor. 1.
Gen. 47.23.,Genesis 47.23,,Gen. 47.23.
Rom. 10.,Romans 10,,Rom. 10.
Matth. 13. 1,Matthew 13.1,,A SERMON VPON THE PArable of the Sower. Matth. 13. 1 IN that day Iesus went out of the house & sate by the sea side.
1. Cor. 10.12.,1 Corinthians 10.12,,"If such a man may be damned, who may not dispaire? I answere with S. Paul, 1. Cor. 10.12."
"Ieremy, chap 4.4.",Jeremiah 4.4,,"Our hearts are as a ground that is rank, & bringeth forth many weedes: we are set a work as God speaks by his prophet Ieremy, chap 4.4."
Ioh. 15.8.,John 15.8,,"True it is, as Christ saith, herein is my Father glorified, that yee bring foorth much fruit. Ioh. 15.8."
1. Peter 5. vers. 8. & 9.,1 Peter 5.8,,"TWO SERMONS VPON THE 1. Peter 5. vers. 8. and 9. Wherein is shewed that the diuell is to be resisted only by astedfast faith, how soeuer he commeth either, against soule or bodie and that whosoeuer hath once attained the true and liuelie faith, it can neuer bee vtterly lost, but he is sure to get the victerie. The first Sermon. Be sober and watch:"
1. Pet. 5. verse. 8.9.,1 Peter 5.8; 1 Peter 5.9,,"for your aduersarie the diuel, as aroaring Lyon walketh about, seeking whō he may deuour: whome resist stedfast in the faith. 1. Pet. 5. verse. 8.9."
1 Pet. 1.1,1 Peter 1.1,,1 Pet. 1.1
2. King. 17.,2 Kings 17,,"For the ten tribes were scattered of old time, and had dwelt long among the Gentiles in many kingdoms, being caried away by Shalmaneser king of Ashur, out of their owne lande, as wee read 2. King. 17. And of somewhat later times manie of the tribe of Iuda and Beniamin were also dispersed among the heathen:"
