Phrase,Citations,Outliers,Text
"Acts XXVIII. i, ii. —",Acts 2,['Acts i'],"Paul records that lovely instance of heathen Goodness and Humanity, Acts XXVIII. i, ii. — How great a Charity and Benificence is it to contribute towards the Relief of the necessitous, in Fewel and Cloths, and Harbour, as well as Food, to render the bitter winter tolerable! — And"
Mat. 10. 2•.,Matthew 10,['Matthew 10.2•'],Mat. 10. 2•.
Psal. 128. •.,Psalms 128,['Psalms 128.•'],Psal. 128. •.
Cant. 2. •.,Canticles 2,['Canticles 2.•'],"O how doth the Spouse take care that he be not disturbed, in Cant. 2. •. I charge you, O ye daughters of Jerusalem, by the Roes and the Hinds of the field, that ye stir not up, nor awake my Love, till he please."
1 Samuel 2. 3•.; John 12.26.,1 Samuel 2; John 12.26,['1 Samuel 2.3•'],"Now, this honour have all they that waiting on the Lord, and keeping his Way, do honour: 1 Samuel 2. 3•. Him that honoureth me, I will honour: and sayes our Saviour, John 12.26."
Matth. 5. 2•.,Matthew 5,['Matthew 5.2•'],Matth. 5. 2•.
Mal. 3. 3•.,Malachi 3,['Malachi 3.3•'],Mal. 3. 3•.
1 Cor. 5. •,1 Corinthians 5,['1 Corinthians 5.•'],1 Cor. 5. •
"Zach. 7. 5, 6, •,",Zechariah 7.5; Zechariah 7.6,['Zechariah 7.•'],"Zach. 7. 5, 6, •,"
Heb. 10. 3•,Hebrews 10,['Hebrews 10.3•'],Heb. 10. 3• ••.
John 16. • 11.,John 16,['John 16.• 11'],John 16. • … 11.
Psal. 64. 3.; Psal. 11. •.,Psalms 64.3; Psalms 11,['Psalms 11.•'],Psal. 64. 3. Psal. 11. •.
1 Per. 1. •.,1 Peter 1,['1 Peter 1.•'],"〈 ◊ 〉 is called an undefiled inheri•••ce, 1 Per. 1. •. either God must change his mind, or men must change their manners, or else there can be no heaven for polluted sinners."
Heb. 11. 3•,Hebrews 11,['Hebrews 11.3•'],"As the Apostle exhorted concerning Christ, Heb. 11. 3• Consider them, what they endured, lest ye faint in your mindes."
1 Sam. 28. 2•.,1 Samuel 28,['1 Samuel 28.2•'],1 Sam. 28. 2•.
Psal. 24. •.; Amos 6.8.,Psalms 24; Amos 6.8,['Psalms 24.•'],Psal. 24. •. Amos 6.8. Isa. 4•. 10.
Heb. 1. 3•.,Hebrews 1,['Hebrews 1.3•'],Heb. 1. 3•.
1 Cor. 5. •.,1 Corinthians 5,['1 Corinthians 5.•'],1 Cor. 5. •.
"1 Cor. 3.6, •",1 Corinthians 3.6,['1 Corinthians 3.•'],"1 Cor. 3.6, •"
"Mat. 7.24, 2•",Matthew 7.24,['Matthew 7.2•'],"Mat. 7.24, 2•"
Rev. 3. •.,Revelation 3,['Revelation 3.•'],Rev. 3. •.
"Eph. 2.1, •",Ephesians 2.1,['Ephesians 2.•'],"Eph. 2.1, •"
Rom. 3 7.; Gd. 3 1•.; Rom. 7. •.,Romans 3.7; Galatians 3; Romans 7,['Galatians 3 1•']; ['Romans 7.•'],Rom. 3 7. Gd. 3 1•. Rom. 7. •.
Heb. 2. 1•,Hebrews 2,['Hebrews 2.1•'],Heb. 2. 1• ▪
Rom. 7. •.; Gal. 2.; Rom. 6. •.,Romans 7; Galatians 2; Romans 6,['Romans 7.•']; ['Romans 6.•'],Rom. 7. •. Gal. 2. •9. Rom. 6. •.
Deut. 19. •.,Deuteronomy 19,['Deuteronomy 19.•'],Deut. 19. •.
1 Cor. 13. 1•; Phil. 3.12.,1 Corinthians 13; Philippians 3.12,['1 Corinthians 13.1•'],1 Cor. 13. 1• Phil. 3.12.
Acts 14.17. & 17.26 27.,Acts 14.17,['Acts 17.26 27'],Acts 14.17. & 17.26 27.
Psal. 100. •.,Psalms 100,['Psalms 100.•'],Psal. 100. •.
Matt. 12. 2•.,Matthew 12,['Matthew 12.2•'],Matt. 12. 2•.
1 Sam. 17. 4•.,1 Samuel 17,['1 Samuel 17.4•'],1 Sam. 17. 4•.
Gen. 46. 2•.,Genesis 46,['Genesis 46.2•'],Gen. 46. 2•.
2 Sam. 7. 1•.,2 Samuel 7,['2 Samuel 7.1•'],2 Sam. 7. 1•.
"IV. VER. II, III, IV. Verse II.",Jude 2,"['Jude ii', 'Jude iii']","THE FORTY SIXTH SERMON ON COLOSSIANS, CHAP. IV. VER. II, III, IV. Verse II. Persevere in Prayer, watching in it with thanksgiving."
Psal. 130. •.,Psalms 130,['Psalms 130.•'],Psal. 130. •.
"IV. VER. V, VI. Verse V.",Jude ,['Jude verse'],"THE FORTY SEVENTH SERMON ON COLOSSIANS, CHAP. IV. VER. V, VI. Verse V. Walk wisely towards those that are without, redeeming the time."
"Deut. 26. 6, ◊",Deuteronomy 26.6,['Deuteronomy 26.◊'],"Deut. 26. 6, 〈 ◊ 〉, 15."
Psal. 42. 1• 2.,Psalms 42,['Psalms 42.1• 2'],Psal. 42. 1• 2.
"Daniel XII. II, III.",Daniel 3,['Daniel ii'],"Daniel XII. II, III."
Mat 26. •; Iohn 12.4.,Matthew 26; John 12.4,['Matthew 26.•'],Mat 26. • compared with Iohn 12.4.
"Prov. 8. 34, 35.; Isa. 30. 18.; Isa. 40. 31.; Psal. 78. 41. & &; 2 Kings 6. 33. &; Isa. 28. 16. 3.",Proverbs 8.34; Proverbs 8.35; Isaiah 30.18; Isaiah 40.31; Psalms 78.41; 2 Kings 6.33; Isaiah 28.16; Isaiah 28.3,['Psalms '],"Such waiting on God gives him the glory of his independency, all-sufficiency, immutability, goodnesse, faithfulnesse, and wisdom, it hath great blessings, annexed to it, Prov. 8. 34, 35. Isa. 30. 18. Isa. 40. 31. The contrary is a compound of many sins, of pride, and impatience, Psal. 78. 41. and and discontent, 2 Kings 6. 33. and unbeliefe, Isa. 28. 16. 3. By the proper effect of this hope, you may know, it to be right;"
"Psal. 91. 1, &c,; Rom. 8. 31.",Psalms 91.1; Romans 8.31,['Psalms '],"Of whatever may or can befal them, in this World, Psal. 91. 1, &c, For, 1. God is graciously present with them, Rom. 8. 31."
Hos. 1. 9. & Chapter 2. 2.,Hosea 1.9,['Hosea chapter 2.2'],"and commanded the Prophet to use the name Lo-ammi• for ye are not my people, and I will not be your God. Hos. 1. 9. and Chapter 2. 2. she is not my wife, neither am I her Husband."
1 Cor. 9. 2•.,1 Corinthians 9,['1 Corinthians 9.2•'],1 Cor. 9. 2•.
Jud. 23. •,Jude 23,['Jude 23.•'],Ep. Jud. 23. •
Psal. 37. •. 34.,Psalms 37,['Psalms 37.•.34'],"Trust in the Lord and do good, Psal. 37. •. 34. so shalt thou dwell in the land, and verily thou shalt be fed."
Jer. 2. ◊,Jeremiah 2,['Jeremiah 2.◊'],"As the Lord expostulates with them, Jer. 2. 〈 ◊ 〉 What iniquity have your Fathers found in me, that they are gone far from me, and are ••lked after vanity?"
Col. 1. •,Colossians 1,['Colossians 1.•'],Likewise that place Col. 1. • That ye might walk worthy of the Lord &c.
"COR. XI. XXIII, XXIV, XXV. —",Corinthians ,"['Corinthians xxiii', 'Corinthians xxiv']","Opens the second preparative act of Christ for his own death. I COR. XI. XXIII, XXIV, XXV. — The Lord Iesus the same night in which he was betrayed, took bread;"
"LUK. XXII. XLI, XLII, XLIII, XLIV.",Luke ,"['Luke xli', 'Luke xlii', 'Luke xliii']","Opens the third preparative act of Christ for his own death. LUK. XXII. XLI, XLII, XLIII, XLIV."
Ioh. 1. 1•.,John 1,['John 1.1•'],"For so (as) is sometimes taken, for the very thing it self. As Ioh. 1. 1•."
"MAT. XXVI. XL VII, XL VIII, XLIX.",Matthew 40; Matthew 49,['Matthew viii'],"Discovers the first preparation for Christs death on his enemies part, by the treason of Iudas. MAT. XXVI. XL VII, XL VIII, XLIX."
"LUK. XXIII. XXIII, XXIV.",Luke ,['Luke xxiii'],"Opens the enemies second and third preparatives for the death of Christ, by their illegal trial and condemnation. LUK. XXIII. XXIII, XXIV."
"LUK. XXIII. XXVII, XXVIII, &c.",Luke ,"['Luke xxvii', 'Luke xxviii']","Remarks a memorable passage of Christ in his way to the place of his execution. LUK. XXIII. XXVII, XXVIII, &c."
"JOH. XIX. XL, XLI, XLII.",John 42,"['John xl', 'John xli']","Treats of Christs Funeral, opening the manner, reasons, and excellent ends thereof. JOH. XIX. XL, XLI, XLII."
Joh. 16 ◊,John 16,['John 16 ◊'],"if we can be sure that God teacheth us, we may be as sure of the truth of what he teacheth • … r his spirit guideth us into all truth, Joh. 16 ▪ 〈 ◊ 〉. and into nothing but truth."
Rom. 7. 2•,Romans 7,['Romans 7.2•'],"there is nothing in this world which a gracious heart more vehemently desires and longs for, than the death of sin, and perfect deliverance from it, Rom. 7. 2• …."
Phil. 4. 1•.,Philippians 4,['Philippians 4.1•'],Phil. 4. 1•.
John 5. 1•.,John 5,['John 5.1•'],John 5. 1•.
Ps. 64. •.,Psalms 64,['Psalms 64.•'],Ps. 64. •.
Psal. 7. 1•.13.,Psalms 7,['Psalms 7.1•.13'],Psal. 7. 1•.13.
Ju. 15. 164•.,Jude 15,['Jude 15.164•'],"This is God's Cause; and if our God hath Any Cause, This is It: And if This be not God's Cause, then God is no God for Me; but the Devil is got up into Heaven. Dissenters Sayings, p. 8. The Cause you manage is the Cause of God; the Glory of God is embark'd in the same Ship in which This Cau•e is Diss. Say. 41. E. Calamy 's Serm. to the •cers. Ju. 15. 164•. p. 53. He that Dyes fighting the 〈 ◊ 〉 P•••l, Dyes a Martyr. ib. p 57. It is Commendable to fight for Peace and Reformation AGAINST the King 's Command. Calamy 's Sermon, Dec. 25. 1644. p. 29. ibid. If I had taken up Arms against the Parliament in That War, my Conscience tell• me I had been a Traytor, and guilty of Resisting the Highest Powers. Baxter's H C. W. p. 433. Dissent. Say. p. 38. — And I cannot see, That I was mistaken in the Main Cause, nor Dare I R pent of it, if it were to do Again in the same State of things. Id. ib. H. C. p. 486."
"LUKE xxi. verse 27, 28.",Luke 28,['Luke verse'],"A SERMON ON The Third Sunday in Advent. S. LUKE xxi. verse 27, 28."
Matth. 22. 37• 39.,Matthew 22,['Matthew 22.37• 39'],Matth. 22. 37• 39.
1 Pet. 1. 1•,1 Peter 1,['1 Peter 1.1•'],1 Pet. 1. 1•
Rom. 3. 2•.,Romans 3,['Romans 3.2•'],Rom. 3. 2•.
1 Cor. 5. 1•,1 Corinthians 5,['1 Corinthians 5.1•'],1 Cor. 5. 1•
Cor. 1. •. 9.,Corinthians 1,['Corinthians 1.•.9'],Cor. 1. •. 9. from •. 9 to •.
Eph. 2. 12•,Ephesians 2,['Ephesians 2.12•'],Eph. 2. 12•
Exod. 1. •.,Exodus 1,['Exodus 1.•'],"1. Satan seemed to shew himself in Pharaoh, like a roaring Lyon, or a wild Boar of the Forrest, breaking into the Vineyard of the Lord of Hosts, commanding first the Midwives, and afterwards his own People, to cast every Son of the Children of Israel that should be born, into the River Nilus, Exod. 1. •. the last."
Rom. 16. 2•.,Romans 16,['Romans 16.2•'],Rom. 16. 2•.
Luke 15. 3•.,Luke 15,['Luke 15.3•'],Luke 15. 3•.
"Acts 2•, 25, 26.",Acts 25; Acts 26,['Acts 2•'],"Acts 2•, 25, 26."
1 John 3. •.,1 John 3,['1 John 3.•'],1 John 3. •.
"1 Kings 1.27.; Mark 6.20.; Acts 8.23, 2•.",1 Kings 1.27; Mark 6.20; Acts 8.23,['Acts 8.2•'],"1 Kings 1.27. Mark 6.20. Acts 8.23, 2•."
1 Pet. 5. •.,1 Peter 5,['1 Peter 5.•'],1 Pet. 5. •.
Rev. 1. 1•.,Revelation 1,['Revelation 1.1•'],Rev. 1. 1•.
"Rom. 5.15, 19•",Romans 5.15,['Romans 5.19•'],"Rom. 5.15, 19•"
Rom 3. 1•2,Romans 3,['Romans 3.1•2'],Rom 3. 1•2
"Matth. 7.7.; Psal. 24.7, •.",Matthew 7.7; Psalms 24.7,['Psalms 24.•'],"Matth. 7.7. Psal. 24.7, •."
Rom. 11. 3•.; Gal. 6.14.,Romans 11; Galatians 6.14,['Romans 11.3•'],Rom. 11. 3•. Gal. 6.14.
Luke. 19. 4•,Luke 19,['Luke 19.4•'],Luke. 19. 4•
1 Cor. 11. 1•.,1 Corinthians 11,['1 Corinthians 11.1•'],1 Cor. 11. 1•.
2 Kings 4.2. &c.; Psal. 84. 1•.,2 Kings 4.2; Psalms 84,['Psalms 84.1•'],2 Kings 4.2. &c. Psal. 84. 1•.
"Isa. 65 19.; Luke 15.7, 1•",Isaiah 65.19; Luke 15.7,['Luke 15.1•'],"Isa. 65 19. Luke 15.7, 1•"
Numb 6. •,Numbers 6,['Numbers 6.•'],Numb 6. •
2 Sam. 20. 1•.,2 Samuel 20,['2 Samuel 20.1•'],2 Sam. 20. 1•.
Matth. 8. 1•.,Matthew 8,['Matthew 8.1•'],Matth. 8. 1•.
Rom. 1. 1•.,Romans 1,['Romans 1.1•'],Rom. 1. 1•.
Gen. 9. •,Genesis 9,['Genesis 9.•'],Gen. 9. •
John 20. •.,John 20,['John 20.•'],John 20. •.
Ephes. 3. 1•.,Ephesians 3,['Ephesians 3.1•'],Ephes. 3. 1•.
"1 Tim. 1.19, 2•.",1 Timothy 1.19,['1 Timothy 1.2•'],"1 Tim. 1.19, 2•."
Isa. 6. •.,Isaiah 6,['Isaiah 6.•'],Isa. 6. •.
Prov. 12. 2•.,Proverbs 12,['Proverbs 12.2•'],Prov. 12. 2•.
Eccles. 11. •.,Ecclesiastes 11,['Ecclesiastes 11.•'],Eccles. 11. •.
Psal. 81. 1•. 1•,Psalms 81,['Psalms 81.1•.1•'],Psal. 81. 1•. 1•
2 Pet. 3. 1•.,2 Peter 3,['2 Peter 3.1•'],2 Pet. 3. 1•.
Cant. 5. 9•,Canticles 5,['Canticles 5.9•'],Cant. 5. 9• ▪
2 Sam. 1. •,2 Samuel 1,['2 Samuel 1.•'],2 Sam. 1. • ….
Zich. 1. 11•,Zechariah 1,['Zechariah 1.11•'],Zich. 1. 11• ….
Act. 3: • 8.,Acts 3,['Acts 3.• 8'],Act. 3: • … 8.
"Iob. 19, 2•",Job 19,['Job 2•'],"Iob. 19, 2• …, 26, 27."
2 Thes. 1. •,2 Thessalonians 1,['2 Thessalonians 1.•'],2 Thes. 1. • ….
Revel. 2.21.; Psal. 140. • 1.,Revelation 2.21; Psalms 140,['Psalms 140.• 1'],23. Revel. 2.21. Psal. 140. • … 1.
Ier: 22 •,Jeremiah 22,['Jeremiah 22 •'],Ier: 22 • …
s 1 ◊,Samuel 1,['Samuel 1 ◊'],s 1 〈 ◊ 〉 Bishop Hall in Paraphr: Piscator & Fransiscus Lucas.
Psal. 111. ◊; Heb. 10: 20.,Psalms 111; Hebrews 10.20,['Psalms 111.◊'],r Psal. 111. 〈 ◊ 〉. Heb. 10: 20.
Act 2: 20.2; Tit. 4: •,Acts 2.20; Acts 2.2; Titus 4,['Titus 4.•'],w Act 2: 20.2 Tit. 4: • ….
"1 Sam. 3.5, •.",1 Samuel 3.5,['1 Samuel 3.•'],"they understand not whence such leadings or motions unto good, which at any time are stirring in them, come: As Samuel, 1 Sam. 3.5, •. when young, did not know the voice of God when he spake unto him, but thought it had been Eli:"
Luke 2. 3••,Luke 2,['Luke 2.3••'],"We conceive also if Anna th〈 … 〉 precious woman were now alive (to who• that excellent testimony is given, Luke 2. 3•• She was a widow about four score four years, whi•• departed not from the Temple, but served God wi•• fasting and praying night and day) might not sh〈 … 〉 provoke many women;"
John 17. ◊,John 17,['John 17.◊'],"this is clear from John 17. 〈 ◊ 〉 where giving an account of the carriage 〈 ◊ 〉 practice of his disciples unto the Father, 〈 ◊ 〉 doth exceedingly commend their faith & t〈 … 〉 carriage towards him;"
Matth. 21. ◊ 22.,Matthew 21,['Matthew 21.◊ 22'],"he hath that 〈 … 〉yal Prerogative, and Eminent Excellency 〈 … 〉ve all Judges of the earth, that he can take 〈 ◊ 〉 many bills at once, which is a demonstration 〈 … 〉he omnipotency and infinite understanding 〈 ◊ 〉 knowledge of God, if that word, Matth. 21. 〈 ◊ 〉 22. were believed, Whatsoever you ask in 〈 … 〉er, believing, you shall receive it."
Rev. 22. ◊,Revelation 22,['Revelation 22.◊'],"and it 〈 ◊ 〉 clear again from Johns practice, Rev. 22. 〈 ◊ 〉 compared with the fore-going words:"
Cant. 5. ◊,Canticles 5,['Canticles 5.◊'],"There is this first evil of security, Cant. 5. 〈 ◊ 〉 compared with the first verse, where G〈 … 〉 when he was come into his garden, and 〈 ◊ 〉 gathered his myrrhe with his spices, and 〈 ◊ 〉 eaten his honey-comb with his honey, and 〈 ◊ 〉 drunk his wine with his milk, and yet for 〈 ◊ 〉 these enjoyments the Spouse was sleeping:"
Prov 10. ◊,Proverbs 10,['Proverbs 10.◊'],"〈 ◊ 〉 likewise their desires to the exercise of Pray〈 … 〉 and Christian duties is not much encreased 〈 ◊ 〉 these enlargements which they receive bei〈 … 〉 strangers to that Word which is in Prov 10. 〈 ◊ 〉 The way of the Lord is strength to the upright, 〈 ◊ 〉"
"Dan. 10. 12, ◊",Daniel 10.12,['Daniel 10.◊'],"this is clear from Dan. 10. 12, 〈 ◊ 〉 where it is said to Daniel, That from the 〈 ◊ 〉 day that he afflicted his soul, his prayers and s〈 … 〉plications were heard;"
Jonah 2. ◊; verse 7.,Jonah 2; Verse 7,['Jonah 2.◊'],"And this is clear from Jonah 2. 〈 ◊ 〉 compared with verse 7. where he saith, I 〈 ◊ 〉 cast out of thy sight;"
James 4. 3•,James 4,['James 4.3•'],"There is a second thing which obstructs th〈 … 〉 exercise of prayer, and it is that wofull a〈 … 〉 cursed end that we propose to our selves in going about this duty, this is clear in James 4. 3• You ask, and receive not, because ye ask am〈 … 〉 that you may consume it upon your lusts."
Psal. 6. ◊,Psalms 6,['Psalms 6.◊'],"Hence is that word in Psal. 6. 〈 ◊ 〉 Whereupon the consideration of the heari〈 … 〉 of his prayer, he breaketh forth in that saying Depart from me all ye workers of iniquity;"
Deut. 4. ◊; Prov. 23. 19.,Deuteronomy 4; Proverbs 23.19,['Deuteronomy 4.◊'],"this is clear, 〈 ◊ 〉 only from our Text, but likewise in Deut. 4. 〈 ◊ 〉 ▪ Only take heed to thy self, and keep thy soul dil〈 … 〉 gently, &c. Prov. 23. 19. Guide thy heart in〈 … 〉 way:"
1 Cor. 3 ◊; Gal. 6. ◊,1 Corinthians 3; Galatians 6,['1 Corinthians 3 ◊']; ['Galatians 6.◊'],"This is the great mystery of iniquity, that even our hearts will deceive o〈 … 〉 own hearts, and studies to bring, them to ruine 〈 ◊ 〉 Take heed yee deceive not your selves, &c. sai〈 … 〉 Jeremiah, or as the words may be rendered take heed ye deceive not your souls, 1 Cor. 3 〈 ◊ 〉 Let no man deceive himself, &c. and Gal. 6. 〈 ◊ 〉"
Psal. 30. ◊,Psalms 30,['Psalms 30.◊'],"The second Rise of discouragement, is, fro〈 … 〉 Christs withdrawing of the sensible manifestations of his love, and of his presence, Psal. 30. 〈 ◊ 〉 Thou didst hide thy face, and I was troubled."
2 Sam. 21. 1•; Job. 7. 20.,2 Samuel 21; Job 7.20,['2 Samuel 21.1•'],"Secondly, The Christians of old hath taken much pains to know the voice of the Rods that they meet with, as i• clear from, 2 Sam. 21. 1• where the land of Israel being three years under famine, David went and enquired the cause of that Rod, and it is likewise clear from Job. 7. 20. where Job is exceeding desirous to know why God set him up at a mark for his arrows, and that he was become a burden to himself."
"Job 3. 23.; Job 10, 2•",Job 3.23; Job 10,['Job 2•'],"Thirdly, We would have you to take notice of this, that it is exceeding anxious for a tender Christian to be under a silent Rod, to be under such a dispensation that he knows not the language of it, this is clear in Job 3. 23. where Job makes this the capestone of his sorrow, that his way was hid, that is, he knew not what was the reason of Gods contending with him after such a way, as likewise it is clear in Job 10, 2• where Job is put to propose that question to God, Shew me wherefore thou contendest with me?"
2 Sam. 21. ◊,2 Samuel 21,['2 Samuel 21.◊'],"we conceive this is clear in 2 Sam. 21. 〈 ◊ 〉, 2. where the land of Israel is under three years famine before David could take up the reason of Gods contending with them:"
Heb. 11. •,Hebrews 11,['Hebrews 11.•'],"This was the way that 〈 ◊ 〉 came to the faith of the promises, Heb. 11. • ▪ Shee believed, 〈 ◊ 〉 the 〈 ◊ 〉 of it 〈 ◊ 〉 that shee judged him faithfull that had pr••mised."
"Psal. 30. 6, ◊",Psalms 30.6,['Psalms 30.◊'],"Sometim•• sense is sick of love, and sometimes sense 〈 ◊ 〉 strong in Faith, but ere six hours go about sense may bee sick of jealousie, and sick 〈 ◊ 〉 misbelief, as yee will see from Psal. 30. 6, 〈 ◊ 〉 sense, that bold thing, it will instantly 〈 ◊ 〉 out, My mountain standeth strong, I will ••ver be moved;"
"Heb. 11.24 &c,",Hebrews 11.24,['Hebrews '],"Heb. 11.24 &c, By faith Moses when he was come to years, refused to be called the Son of Pharoah's Danghten."
Ps. 21. •.,Psalms 21,['Psalms 21.•'],Ps. 21. •.
Act. 6. 1•.,Acts 6,['Acts 6.1•'],Act. 6. 1•.
Pro. 6. 2•.,Proverbs 6,['Proverbs 6.2•'],Pro. 6. 2•.
Isa. 36. •.,Isaiah 36,['Isaiah 36.•'],Isa. 36. •.
Josh. 1. •.,Joshua 1,['Joshua 1.•'],Josh. 1. •.
Mar. 13; Joh. 16. •.,Mark 13; John 16,['John 16.•'],Mar. 13 ▪ •3. Joh. 16. •.
Esa. 58. •.,Isaiah 58,['Isaiah 58.•'],Esa. 58. •.
Exod. 33. 1•,Exodus 33,['Exodus 33.1•'],Exod. 33. 1•
"Ezek. 14.3, 4, 5•",Ezekiel 14.3; Ezekiel 14.4,['Ezekiel 14.5•'],"Ezek. 14.3, 4, 5•"
"Luk. 11.21, 2•.",Luke 11.21,['Luke 11.2•'],"Luk. 11.21, 2•."
Galatians c. 4. •,Galatians 4,['Galatians 4.•'],"Ye have therefore quit your ground, by exceeding the tradition, while you observe fasts wch are not constituted (or commanded.) And worthily you permit that to your own pleasure, which you yield not to Gods command, ( viz. by his prophet Montanus. ) And c. • … 4. If it be so [ as was urged out of Galatians c. 4. • …. 10. ]"
2 Sam. 15. 4•,2 Samuel 15,['2 Samuel 15.4•'],2 Sam. 15. 4•
Hab. 3. 1•.,Habakkuk 3,['Habakkuk 3.1•'],Hab. 3. 1•.
Dan. 4. 1•.,Daniel 4,['Daniel 4.1•'],Dan. 4. 1•.
Isai 3. 11 & 6•. 24,Isaiah 3.11,['Isaiah 6•.24'],5 To give the world presages of an after judgment and pleading. Psalm •3. 19 and 11. 16 Isai 3. 11 and 6•. 24
